customer_id,signup_date,tenure_days,subscription_tier,monthly_reoccuring_revenue,company_size,industry,logins_30d,session_duration_avg,features_used,power_feature_usage,days_since_last_login,support_tickets_30d,ticket_sentiment,net_promoter_score,payment_failures,usage_vs_plan,churned
cust_00688,2024-09-02,364,free,0,11-50,tech,3,6.0,3,0,6,0,0.87,8,0,0.39,1
cust_00689,2024-03-13,537,premium,199,11-50,tech,18,16.1,6,1,4,0,0.29,9,0,0.54,0
cust_00690,2025-06-09,84,premium,199,1-10,retail,16,28.0,5,1,0,1,0.21,9,0,0.83,0
cust_00691,2024-12-28,247,basic,49,1-10,tech,14,82.3,10,2,0,1,0.29,8,0,0.6,0
cust_00692,2024-12-17,258,free,0,11-50,retail,1,5.0,3,0,6,0,0.83,9,0,0.13,1
cust_00693,2024-05-28,461,basic,49,11-50,tech,16,23.0,9,0,2,1,0.72,9,0,0.91,0
cust_00694,2024-10-12,324,free,0,51-200,healthcare,1,24.9,2,0,15,4,0.16,4,0,0.58,1
cust_00695,2025-03-27,158,premium,199,51-200,other,10,19.9,10,1,2,1,0.33,8,0,0.44,0
cust_00696,2024-09-04,362,premium,199,51-200,other,12,10.0,7,2,5,0,0.72,8,0,0.81,0
cust_00697,2024-08-08,389,basic,49,200+,healthcare,0,10.1,3,1,16,1,0.87,9,0,0.45,1
cust_00698,2024-05-25,464,premium,199,1-10,finance,13,20.3,6,2,0,1,0.35,9,0,0.74,0
cust_00699,2024-10-14,322,premium,199,11-50,finance,11,80.7,14,2,8,0,0.67,7,0,0.45,0
cust_00700,2023-10-26,676,basic,49,1-10,finance,18,29.6,9,3,3,1,0.47,9,0,0.91,0
cust_00701,2025-03-26,159,basic,49,1-10,finance,1,5.0,4,1,36,2,0.27,8,1,0.13,1
cust_00702,2023-10-07,695,free,0,11-50,tech,10,40.1,10,0,4,0,0.59,8,0,0.94,0
cust_00703,2024-01-20,590,premium,199,11-50,tech,8,61.7,3,4,1,0,0.34,10,0,0.68,0
cust_00704,2025-03-25,160,basic,49,1-10,tech,15,15.2,6,2,3,0,0.68,9,0,0.94,0
cust_00705,2023-11-25,646,basic,49,200+,retail,12,69.7,5,2,1,0,0.79,10,0,0.43,0
cust_00706,2023-09-10,722,basic,49,51-200,retail,17,113.3,6,2,0,1,0.84,9,0,0.88,0
cust_00707,2024-08-06,391,free,0,11-50,tech,14,10.9,3,0,1,0,0.35,7,0,0.52,0
cust_00708,2024-02-11,568,basic,49,11-50,finance,19,102.8,7,2,3,0,0.78,7,0,0.51,0
cust_00709,2024-03-29,521,free,0,1-10,retail,3,5.0,2,0,15,1,0.85,9,1,0.6,1
cust_00710,2024-04-28,491,free,0,1-10,finance,24,218.2,6,0,2,0,0.73,7,0,0.88,0
cust_00711,2024-05-16,473,free,0,1-10,healthcare,13,71.1,9,0,4,0,0.25,9,0,0.56,0
cust_00712,2025-04-19,135,free,0,1-10,other,11,10.0,5,0,1,1,0.24,8,0,0.77,0
cust_00713,2023-10-03,699,basic,49,1-10,other,14,17.3,11,3,7,1,0.5,9,0,0.76,0
cust_00714,2024-06-26,432,free,0,1-10,tech,3,8.3,6,0,7,0,0.76,8,0,0.58,1
cust_00715,2023-11-17,654,premium,199,1-10,retail,19,31.1,10,3,0,1,0.44,7,0,0.8,0
cust_00716,2025-02-27,186,free,0,200+,finance,22,17.8,4,0,1,0,0.79,8,0,0.89,0
cust_00717,2024-10-15,321,free,0,1-10,finance,12,41.1,10,0,3,1,0.33,8,0,0.91,0
cust_00718,2024-10-01,335,premium,199,1-10,other,19,35.6,8,1,10,0,0.4,9,0,0.83,0
cust_00719,2024-05-08,481,basic,49,51-200,other,15,22.6,7,0,6,0,0.85,8,0,0.59,0
cust_00720,2025-07-13,50,premium,199,1-10,other,1,5.0,4,0,21,1,-0.18,6,0,0.34,1
cust_00721,2024-06-08,450,free,0,51-200,finance,12,32.4,6,0,3,0,0.7,10,0,0.49,0
cust_00722,2024-08-15,382,premium,199,51-200,tech,2,22.4,1,1,1,0,0.75,8,1,0.15,1
cust_00723,2025-06-01,92,premium,199,200+,tech,18,19.2,13,3,1,1,0.32,10,0,0.59,0
cust_00724,2023-09-25,707,free,0,51-200,finance,18,37.1,9,0,6,1,0.49,10,0,0.94,0
cust_00725,2024-11-03,302,basic,49,1-10,finance,11,57.0,9,2,7,0,0.4,7,0,0.48,0
cust_00726,2025-07-23,40,basic,49,1-10,tech,1,5.0,1,0,10,2,-0.21,6,0,0.1,1
cust_00727,2024-08-13,384,free,0,1-10,tech,26,57.8,9,0,1,1,0.69,9,0,0.85,0
cust_00728,2024-07-24,404,free,0,1-10,healthcare,13,13.5,12,0,0,2,0.61,10,0,0.85,0
cust_00729,2024-04-14,505,free,0,1-10,other,15,31.2,9,0,1,2,0.38,9,0,0.89,0
cust_00730,2024-03-04,546,premium,199,200+,other,17,20.7,10,1,4,0,0.66,9,0,0.76,0
cust_00731,2024-09-03,363,basic,49,11-50,healthcare,19,12.7,12,2,0,2,0.63,8,0,0.84,0
cust_00732,2025-05-07,117,basic,49,1-10,finance,14,68.8,7,3,1,0,0.55,7,0,0.45,0
cust_00733,2025-07-09,54,basic,49,51-200,retail,2,5.0,1,1,17,2,0.19,6,0,0.28,1
cust_00734,2024-09-10,356,premium,199,200+,tech,18,12.9,10,1,3,0,0.6,10,0,0.82,0
cust_00735,2025-06-30,63,premium,199,1-10,finance,12,30.7,12,5,1,0,0.37,7,0,0.7,0
cust_00736,2025-02-02,211,basic,49,1-10,retail,13,33.9,13,1,1,0,0.38,10,0,0.93,0
cust_00737,2025-03-28,157,free,0,200+,tech,4,5.7,4,0,0,0,0.74,8,0,0.45,1
cust_00738,2025-05-21,103,basic,49,51-200,finance,14,27.7,7,1,4,0,0.31,7,0,0.66,0
cust_00739,2024-06-02,456,basic,49,11-50,tech,20,97.3,6,1,0,2,0.77,10,0,0.54,0
cust_00740,2024-06-05,453,free,0,1-10,healthcare,2,5.0,1,0,5,0,0.66,10,0,0.42,1
cust_00741,2024-07-01,427,basic,49,1-10,finance,17,34.5,9,2,3,0,0.66,10,0,0.93,0
cust_00742,2025-02-28,185,basic,49,11-50,healthcare,13,17.6,6,2,1,0,0.81,8,0,0.62,0
cust_00743,2025-03-01,184,premium,199,1-10,retail,20,15.2,9,0,1,0,0.87,9,0,0.83,0
cust_00744,2023-09-23,709,free,0,51-200,healthcare,12,58.1,5,0,1,1,0.67,7,0,0.46,0
cust_00745,2025-07-22,41,free,0,1-10,other,14,26.0,9,0,4,0,0.29,7,0,0.73,0
cust_00746,2025-03-29,156,free,0,1-10,retail,1,11.1,2,0,33,1,0.69,10,0,0.37,1
cust_00747,2024-08-10,387,basic,49,11-50,other,17,66.2,6,0,0,2,0.85,10,0,0.4,0
cust_00748,2024-02-07,572,basic,49,51-200,other,18,37.4,7,2,1,1,0.75,9,0,0.6,0
cust_00749,2024-03-25,525,free,0,1-10,healthcare,12,99.0,8,0,3,2,0.69,7,0,0.66,0
cust_00750,2025-01-03,241,premium,199,11-50,tech,17,41.9,12,3,5,0,0.68,8,0,0.81,0
cust_00751,2024-09-17,349,free,0,1-10,healthcare,13,38.8,5,0,1,0,0.27,7,0,0.4,0
cust_00752,2024-06-20,438,free,0,200+,finance,17,19.3,7,0,0,0,0.26,9,0,0.5,0
cust_00753,2024-10-18,318,basic,49,1-10,other,1,5.0,4,0,10,0,0.82,10,1,0.25,1
cust_00754,2025-07-07,56,basic,49,200+,tech,20,35.9,6,2,6,0,0.29,8,0,0.92,0
cust_00755,2024-08-13,384,basic,49,1-10,retail,11,46.3,11,1,0,1,0.58,8,0,0.7,0
cust_00756,2023-10-13,689,free,0,51-200,healthcare,24,38.1,7,0,1,0,0.46,9,0,0.64,0
cust_00757,2024-03-06,544,free,0,51-200,tech,0,40.4,2,0,11,2,-0.44,5,1,0.37,1
cust_00758,2024-09-21,345,premium,199,11-50,tech,17,30.6,7,4,10,1,0.32,10,0,0.58,0
cust_00759,2025-03-21,164,premium,199,11-50,healthcare,15,34.3,6,7,1,1,0.24,10,0,0.4,0
cust_00760,2025-02-28,185,free,0,1-10,healthcare,1,6.1,1,0,1,1,0.52,10,0,0.26,1
cust_00761,2024-01-03,607,free,0,1-10,finance,2,8.2,6,0,11,1,0.75,10,0,0.47,1
cust_00762,2024-07-27,401,basic,49,51-200,retail,21,103.3,17,2,2,1,0.89,8,0,0.92,0
cust_00763,2024-06-25,433,premium,199,11-50,healthcare,15,10.0,14,2,0,2,0.63,7,0,0.67,0
cust_00764,2025-04-28,126,premium,199,11-50,healthcare,15,42.2,6,1,0,0,0.53,9,0,0.58,0
cust_00765,2025-07-15,48,free,0,11-50,retail,25,79.5,9,0,0,0,0.22,8,0,0.94,0
cust_00766,2023-11-12,659,basic,49,200+,tech,14,58.5,10,2,2,0,0.59,10,0,0.5,0
cust_00767,2024-12-12,263,free,0,1-10,tech,17,28.4,11,0,0,0,0.9,8,0,0.7,0
cust_00768,2024-08-20,377,premium,199,11-50,tech,1,5.0,2,1,9,0,0.46,7,0,0.48,1
cust_00769,2024-09-28,338,free,0,51-200,healthcare,22,24.7,4,0,1,0,0.37,8,0,0.95,0
cust_00770,2024-07-23,405,free,0,51-200,other,3,10.6,2,0,6,2,0.66,9,1,0.49,1
cust_00771,2025-02-21,192,free,0,1-10,tech,20,33.0,5,0,2,0,0.71,8,0,0.72,0
cust_00772,2025-04-06,148,premium,199,1-10,finance,6,5.0,1,0,13,0,0.68,10,0,0.31,1
cust_00773,2024-12-27,248,basic,49,200+,tech,1,5.9,2,0,16,2,0.6,10,1,0.13,1
cust_00774,2023-12-24,617,free,0,1-10,tech,18,87.6,9,0,3,0,0.35,8,0,0.73,0
cust_00775,2024-08-22,375,basic,49,200+,healthcare,18,29.6,5,1,2,0,0.24,7,0,0.86,0
cust_00776,2024-06-30,428,basic,49,1-10,tech,16,13.8,5,6,2,0,0.63,7,0,0.76,0
cust_00777,2025-05-06,118,basic,49,11-50,other,19,10.0,10,0,1,0,0.63,9,0,0.89,0
cust_00778,2024-09-17,349,free,0,51-200,finance,13,100.5,6,0,0,0,0.49,8,0,0.8,0
cust_00779,2023-12-08,633,free,0,1-10,healthcare,17,16.3,11,0,2,0,0.35,8,0,0.87,0
cust_00780,2025-07-15,48,basic,49,1-10,retail,23,17.9,6,0,1,1,0.27,10,0,0.57,0
cust_00781,2025-02-02,211,free,0,51-200,retail,16,14.4,7,0,6,0,0.62,8,0,0.54,0
cust_00782,2024-08-29,368,free,0,11-50,other,14,40.8,9,0,7,0,0.36,7,0,0.62,0
cust_00783,2024-09-23,343,premium,199,1-10,healthcare,3,5.0,2,0,1,3,0.09,5,0,0.58,1
cust_00784,2025-06-21,72,premium,199,11-50,other,1,9.5,5,1,16,0,0.24,10,1,0.5,1
cust_00785,2023-12-25,616,premium,199,51-200,finance,18,14.4,12,1,0,0,0.32,7,0,0.62,0
cust_00786,2024-05-07,482,free,0,1-10,other,12,11.9,9,0,0,2,0.22,9,0,0.84,0
cust_00787,2023-12-03,638,free,0,1-10,retail,12,31.7,7,0,1,1,0.63,9,0,0.57,0
cust_00788,2024-02-22,557,basic,49,1-10,healthcare,13,53.3,13,0,0,1,0.23,8,0,0.72,0
cust_00789,2024-10-22,314,basic,49,11-50,healthcare,18,10.0,7,1,11,1,0.61,9,0,0.86,0
cust_00790,2024-08-25,372,basic,49,1-10,healthcare,16,49.0,12,1,0,2,0.37,10,0,0.84,0
cust_00791,2025-07-08,55,basic,49,1-10,retail,0,5.0,1,1,21,2,-0.37,0,0,0.32,1
cust_00792,2024-06-01,457,free,0,1-10,healthcare,0,5.0,1,0,24,2,-0.29,5,0,0.28,1
cust_00793,2025-03-19,166,free,0,51-200,healthcare,23,90.1,10,0,0,1,0.58,10,0,0.61,0
cust_00794,2024-08-31,366,free,0,51-200,other,1,11.7,4,0,33,1,0.87,7,1,0.15,1
cust_00795,2023-09-27,705,free,0,51-200,healthcare,3,5.0,4,0,7,1,0.38,10,0,0.38,1
cust_00796,2024-05-27,462,free,0,51-200,finance,0,11.8,3,0,3,0,0.78,8,0,0.39,1
cust_00797,2025-07-06,57,basic,49,200+,other,19,46.9,7,2,3,2,0.42,10,0,0.83,0
cust_00798,2023-12-05,636,free,0,11-50,tech,0,5.0,2,0,4,0,0.78,9,1,0.53,1
cust_00799,2025-04-15,139,free,0,11-50,tech,1,5.0,2,0,5,2,0.09,6,0,0.12,1
cust_00800,2023-11-29,642,free,0,11-50,other,3,10.5,5,0,7,1,0.69,10,0,0.32,1
cust_00801,2024-07-25,403,premium,199,1-10,finance,18,22.8,9,1,3,1,0.75,10,0,0.87,0
cust_00802,2024-06-23,435,basic,49,11-50,healthcare,12,42.0,3,1,10,1,0.47,9,0,0.82,0
cust_00803,2025-04-18,136,premium,199,1-10,healthcare,12,43.6,8,2,0,0,0.84,7,0,0.59,0
cust_00804,2025-02-17,196,basic,49,11-50,healthcare,18,16.2,9,2,0,1,0.77,8,0,0.65,0
cust_00805,2024-03-12,538,premium,199,200+,healthcare,15,57.9,10,2,1,0,0.24,10,0,0.68,0
cust_00806,2025-05-01,123,premium,199,51-200,retail,2,5.0,1,0,4,2,0.59,8,0,0.22,1
cust_00807,2024-10-16,320,free,0,11-50,finance,4,5.0,3,0,2,2,-0.39,0,0,0.53,1
cust_00808,2024-04-03,516,free,0,1-10,other,16,79.7,4,0,6,2,0.54,7,0,0.74,0
cust_00809,2024-06-27,431,premium,199,11-50,finance,3,5.0,2,1,17,6,0.1,4,1,0.5,1
cust_00810,2025-05-22,102,premium,199,1-10,other,18,17.1,7,1,6,0,0.25,9,0,0.68,0
cust_00811,2025-04-05,149,basic,49,11-50,finance,15,18.1,5,1,0,0,0.83,10,0,0.9,0
cust_00812,2024-12-26,249,free,0,1-10,finance,8,18.2,11,0,1,1,0.87,9,0,0.69,0
cust_00813,2024-10-13,323,basic,49,1-10,tech,15,22.5,8,1,5,1,0.57,7,0,0.58,0
cust_00814,2025-05-08,116,free,0,11-50,other,13,10.0,9,0,2,1,0.64,8,0,0.59,0
cust_00815,2025-05-06,118,free,0,51-200,tech,15,35.3,7,0,0,0,0.87,8,0,0.88,0
cust_00816,2024-04-26,493,basic,49,11-50,other,14,35.1,6,1,0,0,0.64,10,0,0.94,0
cust_00817,2024-06-14,444,free,0,1-10,retail,2,40.2,1,0,11,4,-0.39,2,0,0.59,1
cust_00818,2024-11-16,289,basic,49,11-50,finance,13,10.0,12,4,1,2,0.49,7,0,0.53,0
cust_00819,2024-12-04,271,free,0,1-10,tech,23,10.0,5,0,3,3,0.4,10,0,0.89,0
cust_00820,2025-03-22,163,free,0,51-200,tech,3,5.0,3,0,4,1,0.43,9,1,0.38,1
cust_00821,2024-09-22,344,premium,199,1-10,retail,16,41.7,4,2,3,0,0.26,7,0,0.63,0
cust_00822,2025-07-05,58,free,0,11-50,healthcare,16,21.3,6,0,1,0,0.65,10,0,0.54,0
cust_00823,2024-05-21,468,free,0,11-50,finance,16,62.5,7,0,5,0,0.38,9,0,0.63,0
cust_00824,2024-10-14,322,free,0,11-50,other,13,48.1,4,0,0,0,0.76,7,0,0.69,0
cust_00825,2023-09-30,702,free,0,200+,healthcare,2,5.0,3,0,7,4,-0.5,6,0,0.48,1
cust_00826,2025-07-03,60,premium,199,1-10,tech,15,24.6,8,3,2,0,0.34,8,0,0.77,0
cust_00827,2024-06-25,433,free,0,200+,healthcare,0,6.0,5,0,49,2,0.02,0,0,0.12,1
cust_00828,2024-05-28,461,free,0,200+,retail,14,35.6,8,0,3,0,0.23,9,0,0.62,0
cust_00829,2024-03-05,545,basic,49,11-50,healthcare,21,16.3,8,2,1,1,0.66,7,0,0.58,0
cust_00830,2024-08-25,372,free,0,200+,retail,12,62.1,6,0,0,1,0.21,7,0,0.92,0
cust_00831,2024-09-02,364,free,0,1-10,other,2,5.2,2,0,12,1,0.48,7,0,0.39,1
cust_00832,2025-07-03,60,free,0,11-50,other,15,10.0,8,0,0,1,0.88,9,0,0.5,0
cust_00833,2024-01-04,606,basic,49,11-50,retail,3,5.0,1,0,0,2,0.31,7,0,0.37,1
cust_00834,2024-06-22,436,free,0,1-10,healthcare,14,12.9,4,0,1,1,0.49,8,0,0.83,0
cust_00835,2024-03-16,534,premium,199,1-10,tech,15,13.8,5,2,3,1,0.28,9,0,0.54,0
cust_00836,2024-04-17,502,free,0,51-200,healthcare,14,19.0,7,0,5,0,0.66,8,0,0.78,0
cust_00837,2025-01-30,214,basic,49,11-50,other,13,10.0,8,3,3,0,0.72,7,0,0.57,0
cust_00838,2024-09-04,362,premium,199,1-10,healthcare,11,57.1,15,1,1,2,0.54,8,0,0.58,0
cust_00839,2024-01-06,604,free,0,1-10,other,12,22.9,10,0,1,1,0.42,7,0,0.63,0
cust_00840,2025-03-19,166,free,0,11-50,retail,10,33.3,12,0,0,1,0.46,8,0,0.7,0
cust_00841,2023-11-13,658,free,0,51-200,finance,20,44.0,8,0,0,1,0.47,9,0,0.53,0
cust_00842,2024-11-05,300,basic,49,51-200,finance,14,13.8,14,2,5,0,0.45,10,0,0.78,0
cust_00843,2024-08-01,396,free,0,11-50,other,7,29.6,13,0,1,0,0.73,10,0,0.88,0
cust_00844,2024-09-24,342,premium,199,11-50,tech,10,14.0,6,1,0,0,0.44,10,0,0.59,0
cust_00845,2023-11-19,652,free,0,1-10,retail,2,20.8,3,0,29,0,0.26,10,1,0.37,1
cust_00846,2024-08-08,389,basic,49,1-10,tech,15,38.2,8,0,0,0,0.7,10,0,0.91,0
cust_00847,2024-04-23,496,premium,199,1-10,tech,10,58.1,5,1,0,0,0.56,7,0,0.8,0
cust_00848,2024-09-18,348,basic,49,51-200,retail,11,15.0,8,1,0,1,0.76,7,0,0.63,0
cust_00849,2025-03-02,183,free,0,11-50,finance,18,14.7,13,0,2,1,0.64,8,0,0.74,0
cust_00850,2025-05-13,111,free,0,1-10,other,4,6.9,3,0,5,4,0.11,3,0,0.12,1
cust_00851,2025-02-21,192,basic,49,1-10,retail,1,5.0,1,0,30,1,0.64,9,0,0.3,1
cust_00852,2024-11-24,281,basic,49,51-200,finance,8,44.3,10,2,2,0,0.76,10,0,0.56,0
cust_00853,2023-12-28,613,free,0,1-10,finance,13,13.5,8,0,4,0,0.73,8,0,0.79,0
cust_00854,2024-02-11,568,free,0,51-200,finance,7,47.9,10,0,7,1,0.62,9,0,0.61,0
cust_00855,2025-06-04,89,premium,199,1-10,tech,13,23.3,5,4,0,1,0.43,7,0,0.55,0
cust_00856,2024-07-16,412,basic,49,1-10,tech,14,107.5,4,4,5,1,0.48,9,0,0.62,0
cust_00857,2024-07-12,416,free,0,1-10,tech,12,37.9,9,0,2,0,0.45,9,0,0.54,0
cust_00858,2024-12-22,253,premium,199,1-10,retail,10,42.4,6,1,4,0,0.86,7,0,0.6,0
cust_00859,2024-08-27,370,free,0,11-50,tech,4,13.6,5,0,1,0,0.35,8,0,0.42,1
cust_00860,2024-11-20,285,basic,49,11-50,finance,13,24.8,8,2,1,1,0.69,10,0,0.72,0
cust_00861,2024-03-11,539,basic,49,1-10,healthcare,15,56.1,12,0,0,2,0.58,9,0,0.6,0
cust_00862,2025-02-03,210,free,0,11-50,retail,13,73.6,4,0,0,0,0.4,10,0,0.58,0
cust_00863,2025-06-11,82,free,0,11-50,tech,2,11.4,4,0,7,0,0.81,9,0,0.11,1
cust_00864,2024-12-01,274,free,0,1-10,healthcare,9,21.0,11,0,2,1,0.53,10,0,0.75,0
cust_00865,2025-04-17,137,free,0,11-50,finance,4,39.6,1,0,8,0,0.32,9,0,0.14,1
cust_00866,2025-02-24,189,free,0,1-10,tech,1,5.0,5,0,3,1,0.54,8,0,0.43,1
cust_00867,2024-06-26,432,premium,199,11-50,finance,7,43.8,8,3,9,0,0.57,10,0,0.75,0
cust_00868,2024-01-26,584,basic,49,51-200,healthcare,3,5.0,3,1,28,0,0.79,8,0,0.4,1
cust_00869,2024-12-01,274,free,0,1-10,healthcare,1,5.0,5,0,31,3,-0.07,4,0,0.2,1
cust_00870,2023-10-29,673,free,0,51-200,tech,8,27.2,12,0,0,1,0.71,7,0,0.86,0
cust_00871,2024-02-18,561,free,0,1-10,finance,13,48.0,3,0,4,1,0.25,9,0,0.85,0
cust_00872,2024-06-19,439,basic,49,11-50,retail,20,64.5,13,2,1,1,0.32,8,0,0.89,0
cust_00873,2025-07-27,36,basic,49,11-50,retail,2,5.0,1,1,0,0,0.23,7,0,0.45,1
cust_00874,2025-07-12,51,basic,49,11-50,tech,18,20.3,7,1,4,0,0.78,7,0,0.74,0
cust_00875,2025-04-10,144,premium,199,1-10,finance,25,10.0,3,1,5,1,0.7,10,0,0.76,0
cust_00876,2024-05-01,488,premium,199,51-200,finance,3,18.6,4,0,14,4,0.1,2,0,0.47,1
cust_00877,2025-07-13,50,premium,199,200+,retail,8,12.3,9,1,6,1,0.76,10,0,0.58,0
cust_00878,2024-10-21,315,free,0,11-50,retail,16,22.8,8,0,2,0,0.37,10,0,0.47,0
cust_00879,2024-07-06,422,basic,49,51-200,retail,0,20.7,4,0,25,1,0.21,8,0,0.57,1
cust_00880,2025-06-11,82,free,0,51-200,other,4,12.3,3,0,39,1,0.53,8,0,0.38,1
cust_00881,2025-01-26,218,free,0,11-50,healthcare,0,6.9,5,0,7,1,0.39,10,0,0.59,1
cust_00882,2024-05-21,468,free,0,11-50,tech,13,10.0,4,0,4,0,0.29,9,0,0.41,0
cust_00883,2023-10-07,695,free,0,1-10,other,14,34.1,6,0,1,1,0.79,9,0,0.58,0
cust_00884,2025-01-06,238,basic,49,200+,finance,20,55.9,11,2,1,0,0.66,9,0,0.83,0
cust_00885,2024-01-05,605,free,0,1-10,tech,13,83.3,4,0,1,0,0.42,8,0,0.91,0
cust_00886,2024-04-01,518,free,0,200+,other,15,102.6,9,0,0,1,0.54,8,0,0.93,0
cust_00887,2023-11-21,650,basic,49,200+,tech,17,15.1,10,1,1,0,0.47,10,0,0.64,0
cust_00888,2024-01-16,594,basic,49,51-200,healthcare,17,34.9,9,5,9,0,0.63,7,0,0.56,0
cust_00889,2025-03-24,161,basic,49,51-200,healthcare,10,43.3,15,0,1,0,0.67,8,0,0.86,0
cust_00890,2024-06-09,449,free,0,1-10,healthcare,20,44.8,5,0,0,0,0.78,9,0,0.49,0
cust_00891,2025-04-27,127,free,0,51-200,other,11,16.3,8,0,2,0,0.77,7,0,0.41,0
cust_00892,2025-04-21,133,basic,49,51-200,healthcare,12,25.3,7,1,2,1,0.45,8,0,0.91,0
cust_00893,2024-09-26,340,free,0,11-50,healthcare,15,66.6,3,0,3,0,0.24,9,0,0.75,0
cust_00894,2024-08-10,387,basic,49,1-10,tech,16,10.0,8,2,0,0,0.86,8,0,0.69,0
cust_00895,2024-08-26,371,free,0,11-50,tech,22,10.0,13,0,0,0,0.37,9,0,0.9,0
cust_00896,2024-12-16,259,free,0,1-10,other,13,15.1,9,0,0,0,0.84,7,0,0.58,0
cust_00897,2025-02-28,185,free,0,200+,finance,2,5.0,1,0,10,3,0.41,10,0,0.44,1
cust_00898,2025-03-21,164,basic,49,1-10,tech,19,37.4,6,1,7,0,0.23,9,0,0.56,0
cust_00899,2025-02-22,191,free,0,51-200,retail,4,10.2,3,0,0,1,0.3,8,0,0.39,1
cust_00900,2025-03-13,172,basic,49,1-10,healthcare,9,10.0,8,1,3,0,0.81,9,0,0.6,0
cust_00901,2025-07-11,52,free,0,1-10,finance,15,10.0,12,0,3,0,0.5,7,0,0.61,0
cust_00902,2024-04-06,513,basic,49,11-50,healthcare,9,21.1,4,4,3,0,0.24,9,0,0.76,0
cust_00903,2024-07-13,415,free,0,1-10,finance,16,42.7,7,0,0,1,0.68,7,0,0.9,0
cust_00904,2025-02-01,212,basic,49,11-50,healthcare,19,23.6,11,1,3,2,0.41,7,0,0.56,0
cust_00905,2023-12-07,634,free,0,1-10,healthcare,13,13.9,4,0,0,1,0.28,9,0,0.82,0
cust_00906,2024-02-20,559,basic,49,11-50,healthcare,11,52.9,9,1,3,0,0.23,10,0,0.8,0
cust_00907,2025-02-03,210,basic,49,51-200,tech,15,12.9,13,6,1,0,0.63,7,0,0.81,0
cust_00908,2024-03-07,543,basic,49,1-10,healthcare,0,11.0,3,0,7,1,0.33,8,0,0.43,1
cust_00909,2025-03-30,155,premium,199,11-50,healthcare,19,72.2,12,4,0,1,0.77,7,0,0.83,0
cust_00910,2024-05-05,484,free,0,1-10,tech,3,5.0,6,0,29,0,0.7,9,1,0.39,1
cust_00911,2023-09-06,726,free,0,11-50,tech,1,5.0,2,0,2,0,0.47,9,0,0.15,1
cust_00912,2023-11-10,661,basic,49,11-50,tech,23,16.4,6,1,0,0,0.33,9,0,0.89,0
cust_00913,2024-10-14,322,premium,199,11-50,tech,2,19.8,1,1,8,3,-0.43,5,0,0.22,1
cust_00914,2024-10-11,325,basic,49,1-10,tech,12,68.6,9,4,2,0,0.77,10,0,0.89,0
cust_00915,2024-08-06,391,free,0,11-50,healthcare,2,5.0,2,0,1,1,-0.14,1,0,0.36,1
cust_00916,2024-06-26,432,free,0,11-50,tech,12,16.8,8,0,0,0,0.43,10,0,0.94,0
cust_00917,2024-02-26,553,free,0,51-200,retail,9,10.0,10,0,2,0,0.66,8,0,0.59,0
cust_00918,2024-03-23,527,free,0,51-200,finance,21,25.3,13,0,1,1,0.42,7,0,0.93,0
cust_00919,2025-04-19,135,free,0,11-50,healthcare,17,41.7,10,0,4,0,0.24,8,0,0.81,0
cust_00920,2025-03-19,166,premium,199,1-10,tech,12,54.1,8,1,1,1,0.32,10,0,0.47,0
cust_00921,2024-01-18,592,premium,199,200+,finance,12,21.8,7,1,7,0,0.36,10,0,0.86,0
cust_00922,2025-08-01,31,basic,49,11-50,tech,19,39.5,3,3,5,1,0.55,7,0,0.58,0
cust_00923,2025-06-19,74,basic,49,11-50,healthcare,10,28.6,4,1,0,1,0.5,10,0,0.85,0
cust_00924,2023-11-26,645,basic,49,51-200,healthcare,10,29.1,8,2,2,0,0.27,9,0,0.77,0
cust_00925,2024-10-25,311,premium,199,1-10,tech,13,14.8,8,0,2,0,0.73,8,0,0.94,0
cust_00926,2023-11-30,641,free,0,11-50,healthcare,2,12.1,4,0,12,0,0.59,8,0,0.4,1
cust_00927,2023-11-02,669,basic,49,11-50,finance,2,5.0,3,0,26,3,0.2,4,0,0.41,1
cust_00928,2025-06-27,66,free,0,11-50,finance,4,5.0,5,0,0,0,0.76,8,0,0.55,1
cust_00929,2025-04-01,153,free,0,1-10,retail,9,51.1,8,0,0,1,0.79,8,0,0.81,0
cust_00930,2024-07-31,397,free,0,11-50,tech,4,6.0,3,0,6,1,0.71,9,0,0.13,1
cust_00931,2024-03-12,538,basic,49,1-10,other,3,5.5,3,0,2,2,-0.08,6,0,0.58,1
cust_00932,2023-10-13,689,premium,199,1-10,healthcare,8,39.8,5,3,5,0,0.38,7,0,0.88,0
cust_00933,2024-01-10,600,basic,49,1-10,healthcare,14,29.5,7,5,6,0,0.82,8,0,0.71,0
cust_00934,2025-03-25,160,premium,199,1-10,finance,14,54.7,8,2,6,0,0.28,8,0,0.73,0
cust_00935,2024-03-28,522,basic,49,51-200,other,14,42.8,8,1,2,1,0.4,10,0,0.69,0
cust_00936,2025-02-15,198,premium,199,1-10,retail,23,107.8,6,2,12,1,0.49,8,0,0.7,0
cust_00937,2025-04-20,134,basic,49,11-50,tech,19,150.5,11,2,2,0,0.41,9,0,0.75,0
cust_00938,2025-04-14,140,free,0,1-10,other,19,21.9,9,0,5,0,0.67,9,0,0.48,0
cust_00939,2024-02-18,561,free,0,11-50,tech,13,13.3,8,0,0,1,0.69,10,0,0.59,0
cust_00940,2023-11-22,649,premium,199,11-50,healthcare,8,10.0,7,0,2,1,0.63,7,0,0.87,0
